ano_agricola;uf;produto;producao_mil_t
1976/77             ;AL;ALGODAO EM PLUMA                        ;6.0
1976/77             ;BA;ALGODAO EM PLUMA                        ;7.0
1976/77             ;CE;ALGODAO EM PLUMA                        ;70.0
1976/77             ;GO;ALGODAO EM PLUMA                        ;28.2
1976/77             ;MA;ALGODAO EM PLUMA                        ;2.0
1976/77             ;MG;ALGODAO EM PLUMA                        ;30.9
1976/77             ;MS;ALGODAO EM PLUMA                        ;15.7
1976/77             ;PB;ALGODAO EM PLUMA                        ;35.0
1976/77             ;PE;ALGODAO EM PLUMA                        ;25.0
1976/77             ;PI;ALGODAO EM PLUMA                        ;4.0
1976/77             ;PR;ALGODAO EM PLUMA                        ;137.9
1976/77             ;RN;ALGODAO EM PLUMA                        ;30.0
1976/77             ;SE;ALGODAO EM PLUMA                        ;1.0
1976/77             ;SP;ALGODAO EM PLUMA                        ;194.2
1977/78             ;AL;ALGODAO EM PLUMA                        ;5.3
1977/78             ;BA;ALGODAO EM PLUMA                        ;12.0
1977/78             ;CE;ALGODAO EM PLUMA                        ;79.6
1977/78             ;GO;ALGODAO EM PLUMA                        ;20.8
1977/78             ;MA;ALGODAO EM PLUMA                        ;2.7
1977/78             ;MG;ALGODAO EM PLUMA                        ;31.6
1977/78             ;MS;ALGODAO EM PLUMA                        ;17.0
1977/78             ;PB;ALGODAO EM PLUMA                        ;30.0
1977/78             ;PE;ALGODAO EM PLUMA                        ;18.0
1977/78             ;PI;ALGODAO EM PLUMA                        ;6.5
1977/78             ;PR;ALGODAO EM PLUMA                        ;100.8
1977/78             ;RN;ALGODAO EM PLUMA                        ;26.0
1977/78             ;SE;ALGODAO EM PLUMA                        ;1.0
1977/78             ;SP;ALGODAO EM PLUMA                        ;135.1
1978/79             ;AL;ALGODAO EM PLUMA                        ;5.2
1978/79             ;BA;ALGODAO EM PLUMA                        ;12.0
1978/79             ;CE;ALGODAO EM PLUMA                        ;54.3
1978/79             ;GO;ALGODAO EM PLUMA                        ;17.5
1978/79             ;MA;ALGODAO EM PLUMA                        ;3.6
1978/79             ;MG;ALGODAO EM PLUMA                        ;21.9
1978/79             ;MS;ALGODAO EM PLUMA                        ;21.9
1978/79             ;MT;ALGODAO EM PLUMA                        ;1.2
1978/79             ;PB;ALGODAO EM PLUMA                        ;25.0
1978/79             ;PE;ALGODAO EM PLUMA                        ;16.5
1978/79             ;PI;ALGODAO EM PLUMA                        ;6.9
1978/79             ;PR;ALGODAO EM PLUMA                        ;169.8
1978/79             ;RN;ALGODAO EM PLUMA                        ;14.0
1978/79             ;SE;ALGODAO EM PLUMA                        ;1.5
1978/79             ;SP;ALGODAO EM PLUMA                        ;172.3
1979/80             ;AL;ALGODAO EM PLUMA                        ;4.0
1979/80             ;BA;ALGODAO EM PLUMA                        ;14.3
1979/80             ;CE;ALGODAO EM PLUMA                        ;55.0
1979/80             ;GO;ALGODAO EM PLUMA                        ;18.7
1979/80             ;MA;ALGODAO EM PLUMA                        ;3.0
1979/80             ;MG;ALGODAO EM PLUMA                        ;19.2
1979/80             ;MS;ALGODAO EM PLUMA                        ;22.5
1979/80             ;MT;ALGODAO EM PLUMA                        ;1.4
1979/80             ;PB;ALGODAO EM PLUMA                        ;26.5
1979/80             ;PE;ALGODAO EM PLUMA                        ;14.0
1979/80             ;PI;ALGODAO EM PLUMA                        ;6.0
1979/80             ;PR;ALGODAO EM PLUMA                        ;200.9
1979/80             ;RN;ALGODAO EM PLUMA                        ;12.5
1979/80             ;SE;ALGODAO EM PLUMA                        ;0.7
1979/80             ;SP;ALGODAO EM PLUMA                        ;178.7
1980/81             ;AL;ALGODAO EM PLUMA                        ;5.4
1980/81             ;BA;ALGODAO EM PLUMA                        ;16.2
1980/81             ;CE;ALGODAO EM PLUMA                        ;32.0
1980/81             ;GO;ALGODAO EM PLUMA                        ;25.0
1980/81             ;MA;ALGODAO EM PLUMA                        ;4.3
1980/81             ;MG;ALGODAO EM PLUMA                        ;28.7
1980/81             ;MS;ALGODAO EM PLUMA                        ;19.6
1980/81             ;MT;ALGODAO EM PLUMA                        ;1.4
1980/81             ;PB;ALGODAO EM PLUMA                        ;22.3
1980/81             ;PE;ALGODAO EM PLUMA                        ;9.6
1980/81             ;PI;ALGODAO EM PLUMA                        ;5.2
1980/81             ;PR;ALGODAO EM PLUMA                        ;208.0
1980/81             ;RN;ALGODAO EM PLUMA                        ;13.3
1980/81             ;SE;ALGODAO EM PLUMA                        ;1.5
1980/81             ;SP;ALGODAO EM PLUMA                        ;201.9
1981/82             ;AL;ALGODAO EM PLUMA                        ;7.8
1981/82             ;BA;ALGODAO EM PLUMA                        ;17.3
1981/82             ;CE;ALGODAO EM PLUMA                        ;63.0
1981/82             ;GO;ALGODAO EM PLUMA                        ;22.0
1981/82             ;MA;ALGODAO EM PLUMA                        ;3.5
1981/82             ;MG;ALGODAO EM PLUMA                        ;28.0
1981/82             ;MS;ALGODAO EM PLUMA                        ;21.5
1981/82             ;MT;ALGODAO EM PLUMA                        ;1.8
1981/82             ;PA;ALGODAO EM PLUMA                        ;1.8
1981/82             ;PB;ALGODAO EM PLUMA                        ;23.0
1981/82             ;PE;ALGODAO EM PLUMA                        ;6.1
1981/82             ;PI;ALGODAO EM PLUMA                        ;6.2
1981/82             ;PR;ALGODAO EM PLUMA                        ;264.5
1981/82             ;RN;ALGODAO EM PLUMA                        ;17.4
1981/82             ;SE;ALGODAO EM PLUMA                        ;2.0
1981/82             ;SP;ALGODAO EM PLUMA                        ;194.6
1982/83             ;AL;ALGODAO EM PLUMA                        ;4.8
1982/83             ;BA;ALGODAO EM PLUMA                        ;18.6
1982/83             ;CE;ALGODAO EM PLUMA                        ;20.0
1982/83             ;GO;ALGODAO EM PLUMA                        ;28.0
1982/83             ;MA;ALGODAO EM PLUMA                        ;2.4
1982/83             ;MG;ALGODAO EM PLUMA                        ;38.5
1982/83             ;MS;ALGODAO EM PLUMA                        ;21.5
1982/83             ;MT;ALGODAO EM PLUMA                        ;1.5
1982/83             ;PA;ALGODAO EM PLUMA                        ;2.5
1982/83             ;PB;ALGODAO EM PLUMA                        ;12.1
1982/83             ;PE;ALGODAO EM PLUMA                        ;5.0
1982/83             ;PI;ALGODAO EM PLUMA                        ;2.6
1982/83             ;PR;ALGODAO EM PLUMA                        ;254.4
1982/83             ;RN;ALGODAO EM PLUMA                        ;4.1
1982/83             ;SE;ALGODAO EM PLUMA                        ;1.0
1982/83             ;SP;ALGODAO EM PLUMA                        ;169.3
1983/84             ;AL;ALGODAO EM PLUMA                        ;6.2
1983/84             ;BA;ALGODAO EM PLUMA                        ;22.8
1983/84             ;CE;ALGODAO EM PLUMA                        ;76.1
1983/84             ;GO;ALGODAO EM PLUMA                        ;32.8
1983/84             ;MA;ALGODAO EM PLUMA                        ;2.8
1983/84             ;MG;ALGODAO EM PLUMA                        ;28.1
1983/84             ;MS;ALGODAO EM PLUMA                        ;20.6
1983/84             ;MT;ALGODAO EM PLUMA                        ;3.4
1983/84             ;PA;ALGODAO EM PLUMA                        ;3.0
1983/84             ;PB;ALGODAO EM PLUMA                        ;34.5
1983/84             ;PE;ALGODAO EM PLUMA                        ;12.0
1983/84             ;PI;ALGODAO EM PLUMA                        ;10.0
1983/84             ;PR;ALGODAO EM PLUMA                        ;216.1
1983/84             ;RN;ALGODAO EM PLUMA                        ;22.0
1983/84             ;SE;ALGODAO EM PLUMA                        ;1.8
1983/84             ;SP;ALGODAO EM PLUMA                        ;182.3
1984/85             ;AL;ALGODAO EM PLUMA                        ;7.2
1984/85             ;BA;ALGODAO EM PLUMA                        ;65.0
1984/85             ;CE;ALGODAO EM PLUMA                        ;50.5
1984/85             ;GO;ALGODAO EM PLUMA                        ;40.8
1984/85             ;MA;ALGODAO EM PLUMA                        ;2.3
1984/85             ;MG;ALGODAO EM PLUMA                        ;70.1
1984/85             ;MS;ALGODAO EM PLUMA                        ;38.6
1984/85             ;MT;ALGODAO EM PLUMA                        ;7.4
1984/85             ;PA;ALGODAO EM PLUMA                        ;1.5
1984/85             ;PB;ALGODAO EM PLUMA                        ;21.3
1984/85             ;PE;ALGODAO EM PLUMA                        ;12.1
1984/85             ;PI;ALGODAO EM PLUMA                        ;11.6
1984/85             ;PR;ALGODAO EM PLUMA                        ;371.1
1984/85             ;RN;ALGODAO EM PLUMA                        ;9.7
1984/85             ;SE;ALGODAO EM PLUMA                        ;2.9
1984/85             ;SP;ALGODAO EM PLUMA                        ;252.7
1985/86             ;AL;ALGODAO EM PLUMA                        ;7.4
1985/86             ;BA;ALGODAO EM PLUMA                        ;77.5
1985/86             ;CE;ALGODAO EM PLUMA                        ;22.3
1985/86             ;GO;ALGODAO EM PLUMA                        ;33.1
1985/86             ;MA;ALGODAO EM PLUMA                        ;3.1
1985/86             ;MG;ALGODAO EM PLUMA                        ;57.5
1985/86             ;MS;ALGODAO EM PLUMA                        ;34.7
1985/86             ;MT;ALGODAO EM PLUMA                        ;6.3
1985/86             ;PA;ALGODAO EM PLUMA                        ;2.3
1985/86             ;PB;ALGODAO EM PLUMA                        ;9.0
1985/86             ;PE;ALGODAO EM PLUMA                        ;4.1
1985/86             ;PI;ALGODAO EM PLUMA                        ;11.5
1985/86             ;PR;ALGODAO EM PLUMA                        ;269.1
1985/86             ;RN;ALGODAO EM PLUMA                        ;6.0
1985/86             ;SE;ALGODAO EM PLUMA                        ;4.0
1985/86             ;SP;ALGODAO EM PLUMA                        ;245.5
1986/87             ;AL;ALGODAO EM PLUMA                        ;5.0
1986/87             ;BA;ALGODAO EM PLUMA                        ;39.3
1986/87             ;CE;ALGODAO EM PLUMA                        ;10.5
1986/87             ;GO;ALGODAO EM PLUMA                        ;24.5
1986/87             ;MA;ALGODAO EM PLUMA                        ;2.0
1986/87             ;MG;ALGODAO EM PLUMA                        ;33.0
1986/87             ;MS;ALGODAO EM PLUMA                        ;26.6
1986/87             ;MT;ALGODAO EM PLUMA                        ;3.9
1986/87             ;PA;ALGODAO EM PLUMA                        ;1.0
1986/87             ;PB;ALGODAO EM PLUMA                        ;6.0
1986/87             ;PE;ALGODAO EM PLUMA                        ;3.0
1986/87             ;PI;ALGODAO EM PLUMA                        ;12.0
1986/87             ;PR;ALGODAO EM PLUMA                        ;250.5
1986/87             ;RN;ALGODAO EM PLUMA                        ;2.0
1986/87             ;SE;ALGODAO EM PLUMA                        ;2.0
1986/87             ;SP;ALGODAO EM PLUMA                        ;212.1
1987/88             ;AL;ALGODAO EM PLUMA                        ;6.4
1987/88             ;BA;ALGODAO EM PLUMA                        ;91.5
1987/88             ;CE;ALGODAO EM PLUMA                        ;39.6
1987/88             ;GO;ALGODAO EM PLUMA                        ;39.8
1987/88             ;MA;ALGODAO EM PLUMA                        ;1.4
1987/88             ;MG;ALGODAO EM PLUMA                        ;39.6
1987/88             ;MS;ALGODAO EM PLUMA                        ;27.1
1987/88             ;MT;ALGODAO EM PLUMA                        ;13.7
1987/88             ;PA;ALGODAO EM PLUMA                        ;2.0
1987/88             ;PB;ALGODAO EM PLUMA                        ;7.8
1987/88             ;PE;ALGODAO EM PLUMA                        ;5.4
1987/88             ;PI;ALGODAO EM PLUMA                        ;10.3
1987/88             ;PR;ALGODAO EM PLUMA                        ;315.0
1987/88             ;RN;ALGODAO EM PLUMA                        ;9.8
1987/88             ;RO;ALGODAO EM PLUMA                        ;1.6
1987/88             ;SE;ALGODAO EM PLUMA                        ;2.7
1987/88             ;SP;ALGODAO EM PLUMA                        ;249.9
1988/89             ;AL;ALGODAO EM PLUMA                        ;3.7
1988/89             ;BA;ALGODAO EM PLUMA                        ;48.5
1988/89             ;CE;ALGODAO EM PLUMA                        ;27.3
1988/89             ;GO;ALGODAO EM PLUMA                        ;26.6
1988/89             ;MA;ALGODAO EM PLUMA                        ;0.6
1988/89             ;MG;ALGODAO EM PLUMA                        ;25.7
1988/89             ;MS;ALGODAO EM PLUMA                        ;27.2
1988/89             ;MT;ALGODAO EM PLUMA                        ;19.7
1988/89             ;PA;ALGODAO EM PLUMA                        ;2.0
1988/89             ;PB;ALGODAO EM PLUMA                        ;12.5
1988/89             ;PE;ALGODAO EM PLUMA                        ;4.4
1988/89             ;PI;ALGODAO EM PLUMA                        ;16.2
1988/89             ;PR;ALGODAO EM PLUMA                        ;289.8
1988/89             ;RN;ALGODAO EM PLUMA                        ;8.5
1988/89             ;RO;ALGODAO EM PLUMA                        ;7.7
1988/89             ;SE;ALGODAO EM PLUMA                        ;1.2
1988/89             ;SP;ALGODAO EM PLUMA                        ;187.4
1989/90             ;AL;ALGODAO EM PLUMA                        ;1.1
1989/90             ;BA;ALGODAO EM PLUMA                        ;43.1
1989/90             ;CE;ALGODAO EM PLUMA                        ;19.6
1989/90             ;GO;ALGODAO EM PLUMA                        ;29.2
1989/90             ;MA;ALGODAO EM PLUMA                        ;0.2
1989/90             ;MG;ALGODAO EM PLUMA                        ;28.8
1989/90             ;MS;ALGODAO EM PLUMA                        ;24.5
1989/90             ;MT;ALGODAO EM PLUMA                        ;20.4
1989/90             ;PA;ALGODAO EM PLUMA                        ;1.4
1989/90             ;PB;ALGODAO EM PLUMA                        ;4.5
1989/90             ;PE;ALGODAO EM PLUMA                        ;1.6
1989/90             ;PI;ALGODAO EM PLUMA                        ;4.8
1989/90             ;PR;ALGODAO EM PLUMA                        ;308.8
1989/90             ;RN;ALGODAO EM PLUMA                        ;3.1
1989/90             ;RO;ALGODAO EM PLUMA                        ;7.7
1989/90             ;SE;ALGODAO EM PLUMA                        ;1.0
1989/90             ;SP;ALGODAO EM PLUMA                        ;166.0
1990/91             ;AL;ALGODAO EM PLUMA                        ;2.2
1990/91             ;BA;ALGODAO EM PLUMA                        ;45.4
1990/91             ;CE;ALGODAO EM PLUMA                        ;21.7
1990/91             ;GO;ALGODAO EM PLUMA                        ;34.5
1990/91             ;MA;ALGODAO EM PLUMA                        ;0.1
1990/91             ;MG;ALGODAO EM PLUMA                        ;37.2
1990/91             ;MS;ALGODAO EM PLUMA                        ;27.5
1990/91             ;MT;ALGODAO EM PLUMA                        ;39.3
1990/91             ;PA;ALGODAO EM PLUMA                        ;1.4
1990/91             ;PB;ALGODAO EM PLUMA                        ;12.7
1990/91             ;PE;ALGODAO EM PLUMA                        ;3.1
1990/91             ;PI;ALGODAO EM PLUMA                        ;6.6
1990/91             ;PR;ALGODAO EM PLUMA                        ;344.2
1990/91             ;RN;ALGODAO EM PLUMA                        ;12.8
1990/91             ;RO;ALGODAO EM PLUMA                        ;7.7
1990/91             ;SE;ALGODAO EM PLUMA                        ;0.3
1990/91             ;SP;ALGODAO EM PLUMA                        ;120.1
1991/92             ;AL;ALGODAO EM PLUMA                        ;1.9
1991/92             ;BA;ALGODAO EM PLUMA                        ;41.8
1991/92             ;CE;ALGODAO EM PLUMA                        ;10.4
1991/92             ;GO;ALGODAO EM PLUMA                        ;29.5
1991/92             ;MA;ALGODAO EM PLUMA                        ;0.1
1991/92             ;MG;ALGODAO EM PLUMA                        ;27.7
1991/92             ;MS;ALGODAO EM PLUMA                        ;32.9
1991/92             ;MT;ALGODAO EM PLUMA                        ;29.9
1991/92             ;PA;ALGODAO EM PLUMA                        ;0.9
1991/92             ;PB;ALGODAO EM PLUMA                        ;7.8
1991/92             ;PE;ALGODAO EM PLUMA                        ;2.4
1991/92             ;PI;ALGODAO EM PLUMA                        ;6.2
1991/92             ;PR;ALGODAO EM PLUMA                        ;335.0
1991/92             ;RN;ALGODAO EM PLUMA                        ;4.9
1991/92             ;RO;ALGODAO EM PLUMA                        ;4.7
1991/92             ;SE;ALGODAO EM PLUMA                        ;0.2
1991/92             ;SP;ALGODAO EM PLUMA                        ;130.8
1991/92             ;TO;ALGODAO EM PLUMA                        ;0.9
1992/93             ;AL;ALGODAO EM PLUMA                        ;0.1
1992/93             ;BA;ALGODAO EM PLUMA                        ;30.5
1992/93             ;CE;ALGODAO EM PLUMA                        ;4.5
1992/93             ;GO;ALGODAO EM PLUMA                        ;27.0
1992/93             ;MA;ALGODAO EM PLUMA                        ;0.6
1992/93             ;MG;ALGODAO EM PLUMA                        ;27.1
1992/93             ;MS;ALGODAO EM PLUMA                        ;20.2
1992/93             ;MT;ALGODAO EM PLUMA                        ;33.6
1992/93             ;PB;ALGODAO EM PLUMA                        ;0.9
1992/93             ;PE;ALGODAO EM PLUMA                        ;0.2
1992/93             ;PI;ALGODAO EM PLUMA                        ;6.2
1992/93             ;PR;ALGODAO EM PLUMA                        ;185.6
1992/93             ;RN;ALGODAO EM PLUMA                        ;0.3
1992/93             ;RO;ALGODAO EM PLUMA                        ;9.3
1992/93             ;SP;ALGODAO EM PLUMA                        ;73.3
1992/93             ;TO;ALGODAO EM PLUMA                        ;0.9
1993/94             ;AL;ALGODAO EM PLUMA                        ;4.3
1993/94             ;BA;ALGODAO EM PLUMA                        ;45.3
1993/94             ;CE;ALGODAO EM PLUMA                        ;27.3
1993/94             ;GO;ALGODAO EM PLUMA                        ;35.5
1993/94             ;MA;ALGODAO EM PLUMA                        ;0.6
1993/94             ;MG;ALGODAO EM PLUMA                        ;26.3
1993/94             ;MS;ALGODAO EM PLUMA                        ;28.1
1993/94             ;MT;ALGODAO EM PLUMA                        ;41.5
1993/94             ;PA;ALGODAO EM PLUMA                        ;1.0
1993/94             ;PB;ALGODAO EM PLUMA                        ;6.2
1993/94             ;PE;ALGODAO EM PLUMA                        ;1.9
1993/94             ;PI;ALGODAO EM PLUMA                        ;13.1
1993/94             ;PR;ALGODAO EM PLUMA                        ;146.3
1993/94             ;RN;ALGODAO EM PLUMA                        ;9.7
1993/94             ;RO;ALGODAO EM PLUMA                        ;12.6
1993/94             ;SE;ALGODAO EM PLUMA                        ;0.9
1993/94             ;SP;ALGODAO EM PLUMA                        ;83.3
1994/95             ;AL;ALGODAO EM PLUMA                        ;1.0
1994/95             ;BA;ALGODAO EM PLUMA                        ;32.4
1994/95             ;CE;ALGODAO EM PLUMA                        ;12.9
1994/95             ;GO;ALGODAO EM PLUMA                        ;51.9
1994/95             ;MG;ALGODAO EM PLUMA                        ;27.0
1994/95             ;MS;ALGODAO EM PLUMA                        ;44.8
1994/95             ;MT;ALGODAO EM PLUMA                        ;38.9
1994/95             ;PA;ALGODAO EM PLUMA                        ;1.1
1994/95             ;PB;ALGODAO EM PLUMA                        ;7.4
1994/95             ;PE;ALGODAO EM PLUMA                        ;3.7
1994/95             ;PI;ALGODAO EM PLUMA                        ;13.5
1994/95             ;PR;ALGODAO EM PLUMA                        ;175.7
1994/95             ;RN;ALGODAO EM PLUMA                        ;5.3
1994/95             ;RO;ALGODAO EM PLUMA                        ;9.8
1994/95             ;SE;ALGODAO EM PLUMA                        ;0.5
1994/95             ;SP;ALGODAO EM PLUMA                        ;111.2
1995/96             ;AL;ALGODAO EM PLUMA                        ;1.7
1995/96             ;BA;ALGODAO EM PLUMA                        ;26.6
1995/96             ;CE;ALGODAO EM PLUMA                        ;12.6
1995/96             ;GO;ALGODAO EM PLUMA                        ;58.8
1995/96             ;MG;ALGODAO EM PLUMA                        ;23.1
1995/96             ;MS;ALGODAO EM PLUMA                        ;35.7
1995/96             ;MT;ALGODAO EM PLUMA                        ;33.1
1995/96             ;PA;ALGODAO EM PLUMA                        ;1.1
1995/96             ;PB;ALGODAO EM PLUMA                        ;7.5
1995/96             ;PE;ALGODAO EM PLUMA                        ;2.9
1995/96             ;PI;ALGODAO EM PLUMA                        ;9.3
1995/96             ;PR;ALGODAO EM PLUMA                        ;119.5
1995/96             ;RN;ALGODAO EM PLUMA                        ;9.1
1995/96             ;RO;ALGODAO EM PLUMA                        ;5.3
1995/96             ;SE;ALGODAO EM PLUMA                        ;0.3
1995/96             ;SP;ALGODAO EM PLUMA                        ;63.4
1996/97             ;AL;ALGODAO EM PLUMA                        ;1.9
1996/97             ;BA;ALGODAO EM PLUMA                        ;28.5
1996/97             ;CE;ALGODAO EM PLUMA                        ;6.3
1996/97             ;GO;ALGODAO EM PLUMA                        ;69.4
1996/97             ;MG;ALGODAO EM PLUMA                        ;28.1
1996/97             ;MS;ALGODAO EM PLUMA                        ;19.6
1996/97             ;MT;ALGODAO EM PLUMA                        ;34.8
1996/97             ;PA;ALGODAO EM PLUMA                        ;0.4
1996/97             ;PB;ALGODAO EM PLUMA                        ;5.9
1996/97             ;PE;ALGODAO EM PLUMA                        ;2.1
1996/97             ;PI;ALGODAO EM PLUMA                        ;5.8
1996/97             ;PR;ALGODAO EM PLUMA                        ;40.4
1996/97             ;RN;ALGODAO EM PLUMA                        ;5.4
1996/97             ;RO;ALGODAO EM PLUMA                        ;2.3
1996/97             ;SE;ALGODAO EM PLUMA                        ;0.5
1996/97             ;SP;ALGODAO EM PLUMA                        ;54.4
1997/98             ;AL;ALGODAO EM PLUMA                        ;1.4
1997/98             ;BA;ALGODAO EM PLUMA                        ;13.2
1997/98             ;CE;ALGODAO EM PLUMA                        ;5.8
1997/98             ;GO;ALGODAO EM PLUMA                        ;86.6
1997/98             ;MG;ALGODAO EM PLUMA                        ;41.1
1997/98             ;MS;ALGODAO EM PLUMA                        ;32.6
1997/98             ;MT;ALGODAO EM PLUMA                        ;94.2
1997/98             ;PA;ALGODAO EM PLUMA                        ;0.4
1997/98             ;PB;ALGODAO EM PLUMA                        ;0.8
1997/98             ;PE;ALGODAO EM PLUMA                        ;0.4
1997/98             ;PI;ALGODAO EM PLUMA                        ;0.6
1997/98             ;PR;ALGODAO EM PLUMA                        ;64.5
1997/98             ;RN;ALGODAO EM PLUMA                        ;0.6
1997/98             ;RO;ALGODAO EM PLUMA                        ;1.8
1997/98             ;SE;ALGODAO EM PLUMA                        ;0.1
1997/98             ;SP;ALGODAO EM PLUMA                        ;66.9
1998/99             ;AL;ALGODAO EM PLUMA                        ;0.7
1998/99             ;BA;ALGODAO EM PLUMA                        ;14.8
1998/99             ;CE;ALGODAO EM PLUMA                        ;14.6
1998/99             ;GO;ALGODAO EM PLUMA                        ;92.6
1998/99             ;MG;ALGODAO EM PLUMA                        ;28.9
1998/99             ;MS;ALGODAO EM PLUMA                        ;42.9
1998/99             ;MT;ALGODAO EM PLUMA                        ;226.4
1998/99             ;PB;ALGODAO EM PLUMA                        ;2.4
1998/99             ;PE;ALGODAO EM PLUMA                        ;0.4
1998/99             ;PI;ALGODAO EM PLUMA                        ;1.6
1998/99             ;PR;ALGODAO EM PLUMA                        ;38.8
1998/99             ;RN;ALGODAO EM PLUMA                        ;1.2
1998/99             ;RO;ALGODAO EM PLUMA                        ;0.4
1998/99             ;RR;ALGODAO EM PLUMA                        ;1.1
1998/99             ;SE;ALGODAO EM PLUMA                        ;0.1
1998/99             ;SP;ALGODAO EM PLUMA                        ;53.2
1999/00             ;AL;ALGODAO EM PLUMA                        ;1.5
1999/00             ;BA;ALGODAO EM PLUMA                        ;45.6
1999/00             ;CE;ALGODAO EM PLUMA                        ;26.7
1999/00             ;DF;ALGODAO EM PLUMA                        ;0.8
1999/00             ;GO;ALGODAO EM PLUMA                        ;89.8
1999/00             ;MG;ALGODAO EM PLUMA                        ;38.7
1999/00             ;MS;ALGODAO EM PLUMA                        ;43.8
1999/00             ;MT;ALGODAO EM PLUMA                        ;335.8
1999/00             ;PA;ALGODAO EM PLUMA                        ;0.4
1999/00             ;PB;ALGODAO EM PLUMA                        ;9.9
1999/00             ;PE;ALGODAO EM PLUMA                        ;1.6
1999/00             ;PI;ALGODAO EM PLUMA                        ;2.2
1999/00             ;PR;ALGODAO EM PLUMA                        ;43.0
1999/00             ;RN;ALGODAO EM PLUMA                        ;5.0
1999/00             ;RO;ALGODAO EM PLUMA                        ;0.2
1999/00             ;SE;ALGODAO EM PLUMA                        ;0.1
1999/00             ;SP;ALGODAO EM PLUMA                        ;55.2
2000/01             ;AL;ALGODAO EM PLUMA                        ;4.2
2000/01             ;BA;ALGODAO EM PLUMA                        ;61.4
2000/01             ;CE;ALGODAO EM PLUMA                        ;4.0
2000/01             ;DF;ALGODAO EM PLUMA                        ;2.0
2000/01             ;GO;ALGODAO EM PLUMA                        ;111.3
2000/01             ;MA;ALGODAO EM PLUMA                        ;2.9
2000/01             ;MG;ALGODAO EM PLUMA                        ;29.4
2000/01             ;MS;ALGODAO EM PLUMA                        ;66.5
2000/01             ;MT;ALGODAO EM PLUMA                        ;533.9
2000/01             ;PB;ALGODAO EM PLUMA                        ;1.0
2000/01             ;PE;ALGODAO EM PLUMA                        ;0.8
2000/01             ;PI;ALGODAO EM PLUMA                        ;0.8
2000/01             ;PR;ALGODAO EM PLUMA                        ;58.2
2000/01             ;RN;ALGODAO EM PLUMA                        ;1.2
2000/01             ;RO;ALGODAO EM PLUMA                        ;1.2
2000/01             ;SP;ALGODAO EM PLUMA                        ;60.0
2001/02             ;AL;ALGODAO EM PLUMA                        ;3.0
2001/02             ;BA;ALGODAO EM PLUMA                        ;68.1
2001/02             ;CE;ALGODAO EM PLUMA                        ;5.4
2001/02             ;DF;ALGODAO EM PLUMA                        ;2.2
2001/02             ;GO;ALGODAO EM PLUMA                        ;101.4
2001/02             ;MA;ALGODAO EM PLUMA                        ;3.1
2001/02             ;MG;ALGODAO EM PLUMA                        ;30.7
2001/02             ;MS;ALGODAO EM PLUMA                        ;62.4
2001/02             ;MT;ALGODAO EM PLUMA                        ;391.3
2001/02             ;PB;ALGODAO EM PLUMA                        ;2.9
2001/02             ;PE;ALGODAO EM PLUMA                        ;1.4
2001/02             ;PI;ALGODAO EM PLUMA                        ;1.0
2001/02             ;PR;ALGODAO EM PLUMA                        ;31.0
2001/02             ;RN;ALGODAO EM PLUMA                        ;3.9
2001/02             ;SP;ALGODAO EM PLUMA                        ;58.1
2001/02             ;TO;ALGODAO EM PLUMA                        ;0.3
2002/03             ;AL;ALGODAO EM PLUMA                        ;2.4
2002/03             ;BA;ALGODAO EM PLUMA                        ;113.9
2002/03             ;CE;ALGODAO EM PLUMA                        ;4.0
2002/03             ;DF;ALGODAO EM PLUMA                        ;3.0
2002/03             ;GO;ALGODAO EM PLUMA                        ;114.2
2002/03             ;MA;ALGODAO EM PLUMA                        ;4.3
2002/03             ;MG;ALGODAO EM PLUMA                        ;32.1
2002/03             ;MS;ALGODAO EM PLUMA                        ;62.4
2002/03             ;MT;ALGODAO EM PLUMA                        ;412.6
2002/03             ;PB;ALGODAO EM PLUMA                        ;4.1
2002/03             ;PE;ALGODAO EM PLUMA                        ;1.0
2002/03             ;PI;ALGODAO EM PLUMA                        ;1.5
2002/03             ;PR;ALGODAO EM PLUMA                        ;24.5
2002/03             ;RN;ALGODAO EM PLUMA                        ;4.0
2002/03             ;SP;ALGODAO EM PLUMA                        ;61.5
2002/03             ;TO;ALGODAO EM PLUMA                        ;2.0
2003/04             ;AL;ALGODAO EM PLUMA                        ;1.3
2003/04             ;BA;ALGODAO EM PLUMA                        ;265.4
2003/04             ;CE;ALGODAO EM PLUMA                        ;4.4
2003/04             ;DF;ALGODAO EM PLUMA                        ;3.7
2003/04             ;GO;ALGODAO EM PLUMA                        ;169.2
2003/04             ;MA;ALGODAO EM PLUMA                        ;8.3
2003/04             ;MG;ALGODAO EM PLUMA                        ;47.8
2003/04             ;MS;ALGODAO EM PLUMA                        ;74.0
2003/04             ;MT;ALGODAO EM PLUMA                        ;613.3
2003/04             ;PB;ALGODAO EM PLUMA                        ;7.3
2003/04             ;PE;ALGODAO EM PLUMA                        ;0.8
2003/04             ;PI;ALGODAO EM PLUMA                        ;3.2
2003/04             ;PR;ALGODAO EM PLUMA                        ;32.5
2003/04             ;RN;ALGODAO EM PLUMA                        ;4.3
2003/04             ;SP;ALGODAO EM PLUMA                        ;69.5
2003/04             ;TO;ALGODAO EM PLUMA                        ;4.4
2004/05             ;AL;ALGODAO EM PLUMA                        ;1.0
