ano_agricola;uf;produto;producao_mil_t
2019;SE;CANOLA                                  ;0.0
2019;SP;CANOLA                                  ;0.0
2019;TO;CANOLA                                  ;0.0
2020;AC;CANOLA                                  ;0.0
2020;AL;CANOLA                                  ;0.0
2020;AM;CANOLA                                  ;0.0
2020;AP;CANOLA                                  ;0.0
2020;BA;CANOLA                                  ;0.0
2020;CE;CANOLA                                  ;0.0
2020;DF;CANOLA                                  ;0.0
2020;ES;CANOLA                                  ;0.0
2020;GO;CANOLA                                  ;0.0
2020;MA;CANOLA                                  ;0.0
2020;MG;CANOLA                                  ;0.0
2020;MS;CANOLA                                  ;0.0
2020;MT;CANOLA                                  ;0.0
2020;PA;CANOLA                                  ;0.0
2020;PB;CANOLA                                  ;0.0
2020;PE;CANOLA                                  ;0.0
2020;PI;CANOLA                                  ;0.0
2020;PR;CANOLA                                  ;1.0
2020;RJ;CANOLA                                  ;0.0
2020;RN;CANOLA                                  ;0.0
2020;RO;CANOLA                                  ;0.0
2020;RR;CANOLA                                  ;0.0
2020;RS;CANOLA                                  ;42.0
2020;SC;CANOLA                                  ;0.0
2020;SE;CANOLA                                  ;0.0
2020;SP;CANOLA                                  ;0.0
2020;TO;CANOLA                                  ;0.0
2021;AC;CANOLA                                  ;0.0
2021;AL;CANOLA                                  ;0.0
2021;AM;CANOLA                                  ;0.0
2021;AP;CANOLA                                  ;0.0
2021;BA;CANOLA                                  ;0.0
2021;CE;CANOLA                                  ;0.0
2021;DF;CANOLA                                  ;0.0
2021;ES;CANOLA                                  ;0.0
2021;GO;CANOLA                                  ;0.0
2021;MA;CANOLA                                  ;0.0
2021;MG;CANOLA                                  ;0.0
2021;MS;CANOLA                                  ;0.0
2021;MT;CANOLA                                  ;0.0
2021;PA;CANOLA                                  ;0.0
2021;PB;CANOLA                                  ;0.0
2021;PE;CANOLA                                  ;0.0
2021;PI;CANOLA                                  ;0.0
2021;PR;CANOLA                                  ;1.5
2021;RJ;CANOLA                                  ;0.0
2021;RN;CANOLA                                  ;0.0
2021;RO;CANOLA                                  ;0.0
2021;RR;CANOLA                                  ;0.0
2021;RS;CANOLA                                  ;74.1
2021;SC;CANOLA                                  ;0.0
2021;SE;CANOLA                                  ;0.0
2021;SP;CANOLA                                  ;0.0
2021;TO;CANOLA                                  ;0.0
2022;AC;CANOLA                                  ;0.0
2022;AL;CANOLA                                  ;0.0
2022;AM;CANOLA                                  ;0.0
2022;AP;CANOLA                                  ;0.0
2022;BA;CANOLA                                  ;0.0
2022;CE;CANOLA                                  ;0.0
2022;DF;CANOLA                                  ;0.0
2022;ES;CANOLA                                  ;0.0
2022;GO;CANOLA                                  ;0.0
2022;MA;CANOLA                                  ;0.0
2022;MG;CANOLA                                  ;0.0
2022;MS;CANOLA                                  ;0.0
2022;MT;CANOLA                                  ;0.0
2022;PA;CANOLA                                  ;0.0
2022;PB;CANOLA                                  ;0.0
2022;PE;CANOLA                                  ;0.0
2022;PI;CANOLA                                  ;0.0
2022;PR;CANOLA                                  ;1.9
2022;RJ;CANOLA                                  ;0.0
2022;RN;CANOLA                                  ;0.0
2022;RO;CANOLA                                  ;0.0
2022;RR;CANOLA                                  ;0.0
2022;RS;CANOLA                                  ;101.5
2022;SC;CANOLA                                  ;0.0
2022;SE;CANOLA                                  ;0.0
2022;SP;CANOLA                                  ;0.0
2022;TO;CANOLA                                  ;0.0
2023;AC;CANOLA                                  ;0.0
2023;AL;CANOLA                                  ;0.0
2023;AM;CANOLA                                  ;0.0
2023;AP;CANOLA                                  ;0.0
2023;BA;CANOLA                                  ;0.0
2023;CE;CANOLA                                  ;0.0
2023;DF;CANOLA                                  ;0.0
2023;ES;CANOLA                                  ;0.0
2023;GO;CANOLA                                  ;0.0
2023;MA;CANOLA                                  ;0.0
2023;MG;CANOLA                                  ;0.0
2023;MS;CANOLA                                  ;0.0
2023;MT;CANOLA                                  ;0.0
2023;PA;CANOLA                                  ;0.0
2023;PB;CANOLA                                  ;0.0
2023;PE;CANOLA                                  ;0.0
2023;PI;CANOLA                                  ;0.0
2023;PR;CANOLA                                  ;2.8
2023;RJ;CANOLA                                  ;0.0
2023;RN;CANOLA                                  ;0.0
2023;RO;CANOLA                                  ;0.0
2023;RR;CANOLA                                  ;0.0
2023;RS;CANOLA                                  ;190.2
2023;SC;CANOLA                                  ;0.0
2023;SE;CANOLA                                  ;0.0
2023;SP;CANOLA                                  ;0.0
2023;TO;CANOLA                                  ;0.0
2024;AC;CANOLA                                  ;0.0
2024;AL;CANOLA                                  ;0.0
2024;AM;CANOLA                                  ;0.0
2024;AP;CANOLA                                  ;0.0
2024;BA;CANOLA                                  ;0.0
2024;CE;CANOLA                                  ;0.0
2024;DF;CANOLA                                  ;0.0
2024;ES;CANOLA                                  ;0.0
2024;GO;CANOLA                                  ;0.0
2024;MA;CANOLA                                  ;0.0
2024;MG;CANOLA                                  ;0.0
2024;MS;CANOLA                                  ;0.0
2024;MT;CANOLA                                  ;0.0
2024;PA;CANOLA                                  ;0.0
2024;PB;CANOLA                                  ;0.0
2024;PE;CANOLA                                  ;0.0
2024;PI;CANOLA                                  ;0.0
2024;PR;CANOLA                                  ;2.5
2024;RJ;CANOLA                                  ;0.0
2024;RN;CANOLA                                  ;0.0
2024;RO;CANOLA                                  ;0.0
2024;RR;CANOLA                                  ;0.0
2024;RS;CANOLA                                  ;292.0
2024;SC;CANOLA                                  ;0.0
2024;SE;CANOLA                                  ;0.0
2024;SP;CANOLA                                  ;0.0
2024;TO;CANOLA                                  ;0.0
1976/77             ;AL;CAROCO DE ALGODAO                       ;14.0
1976/77             ;BA;CAROCO DE ALGODAO                       ;16.3
1976/77             ;CE;CAROCO DE ALGODAO                       ;163.3
1976/77             ;GO;CAROCO DE ALGODAO                       ;52.4
1976/77             ;MA;CAROCO DE ALGODAO                       ;4.7
1976/77             ;MG;CAROCO DE ALGODAO                       ;57.4
1976/77             ;MS;CAROCO DE ALGODAO                       ;29.2
1976/77             ;PB;CAROCO DE ALGODAO                       ;81.7
1976/77             ;PE;CAROCO DE ALGODAO                       ;58.3
1976/77             ;PI;CAROCO DE ALGODAO                       ;9.3
1976/77             ;PR;CAROCO DE ALGODAO                       ;256.2
1976/77             ;RN;CAROCO DE ALGODAO                       ;70.2
1976/77             ;SE;CAROCO DE ALGODAO                       ;2.3
1976/77             ;SP;CAROCO DE ALGODAO                       ;360.7
1977/78             ;AL;CAROCO DE ALGODAO                       ;12.3
1977/78             ;BA;CAROCO DE ALGODAO                       ;28.0
1977/78             ;CE;CAROCO DE ALGODAO                       ;185.7
1977/78             ;GO;CAROCO DE ALGODAO                       ;38.6
1977/78             ;MA;CAROCO DE ALGODAO                       ;6.3
1977/78             ;MG;CAROCO DE ALGODAO                       ;58.6
1977/78             ;MS;CAROCO DE ALGODAO                       ;31.6
1977/78             ;PB;CAROCO DE ALGODAO                       ;69.8
1977/78             ;PE;CAROCO DE ALGODAO                       ;41.9
1977/78             ;PI;CAROCO DE ALGODAO                       ;15.2
1977/78             ;PR;CAROCO DE ALGODAO                       ;187.2
1977/78             ;RN;CAROCO DE ALGODAO                       ;60.7
1977/78             ;SE;CAROCO DE ALGODAO                       ;2.6
1977/78             ;SP;CAROCO DE ALGODAO                       ;251.0
1978/79             ;AL;CAROCO DE ALGODAO                       ;12.2
1978/79             ;BA;CAROCO DE ALGODAO                       ;28.0
1978/79             ;CE;CAROCO DE ALGODAO                       ;126.7
1978/79             ;GO;CAROCO DE ALGODAO                       ;32.5
1978/79             ;MA;CAROCO DE ALGODAO                       ;8.4
1978/79             ;MG;CAROCO DE ALGODAO                       ;40.7
1978/79             ;MS;CAROCO DE ALGODAO                       ;40.7
1978/79             ;MT;CAROCO DE ALGODAO                       ;2.2
1978/79             ;PB;CAROCO DE ALGODAO                       ;58.4
1978/79             ;PE;CAROCO DE ALGODAO                       ;38.4
1978/79             ;PI;CAROCO DE ALGODAO                       ;16.1
1978/79             ;PR;CAROCO DE ALGODAO                       ;315.3
1978/79             ;RN;CAROCO DE ALGODAO                       ;32.3
1978/79             ;SE;CAROCO DE ALGODAO                       ;3.5
1978/79             ;SP;CAROCO DE ALGODAO                       ;319.9
1979/80             ;AL;CAROCO DE ALGODAO                       ;9.4
1979/80             ;BA;CAROCO DE ALGODAO                       ;33.3
1979/80             ;CE;CAROCO DE ALGODAO                       ;127.9
1979/80             ;GO;CAROCO DE ALGODAO                       ;34.7
1979/80             ;MA;CAROCO DE ALGODAO                       ;7.0
1979/80             ;MG;CAROCO DE ALGODAO                       ;35.7
1979/80             ;MS;CAROCO DE ALGODAO                       ;41.8
1979/80             ;MT;CAROCO DE ALGODAO                       ;2.6
1979/80             ;PB;CAROCO DE ALGODAO                       ;61.5
1979/80             ;PE;CAROCO DE ALGODAO                       ;32.6
1979/80             ;PI;CAROCO DE ALGODAO                       ;14.0
1979/80             ;PR;CAROCO DE ALGODAO                       ;357.0
1979/80             ;RN;CAROCO DE ALGODAO                       ;28.8
1979/80             ;SE;CAROCO DE ALGODAO                       ;1.7
1979/80             ;SP;CAROCO DE ALGODAO                       ;317.7
1980/81             ;AL;CAROCO DE ALGODAO                       ;12.6
1980/81             ;BA;CAROCO DE ALGODAO                       ;30.2
1980/81             ;CE;CAROCO DE ALGODAO                       ;74.3
1980/81             ;GO;CAROCO DE ALGODAO                       ;46.4
1980/81             ;MA;CAROCO DE ALGODAO                       ;10.1
1980/81             ;MG;CAROCO DE ALGODAO                       ;53.3
1980/81             ;MS;CAROCO DE ALGODAO                       ;36.4
1980/81             ;MT;CAROCO DE ALGODAO                       ;2.6
1980/81             ;PB;CAROCO DE ALGODAO                       ;51.9
1980/81             ;PE;CAROCO DE ALGODAO                       ;22.5
1980/81             ;PI;CAROCO DE ALGODAO                       ;12.1
1980/81             ;PR;CAROCO DE ALGODAO                       ;369.7
1980/81             ;RN;CAROCO DE ALGODAO                       ;31.1
1980/81             ;SE;CAROCO DE ALGODAO                       ;3.5
1980/81             ;SP;CAROCO DE ALGODAO                       ;359.0
1981/82             ;AL;CAROCO DE ALGODAO                       ;18.2
1981/82             ;BA;CAROCO DE ALGODAO                       ;32.2
1981/82             ;CE;CAROCO DE ALGODAO                       ;147.3
1981/82             ;GO;CAROCO DE ALGODAO                       ;40.9
1981/82             ;MA;CAROCO DE ALGODAO                       ;8.1
1981/82             ;MG;CAROCO DE ALGODAO                       ;52.0
1981/82             ;MS;CAROCO DE ALGODAO                       ;39.9
1981/82             ;MT;CAROCO DE ALGODAO                       ;3.3
1981/82             ;PA;CAROCO DE ALGODAO                       ;4.2
1981/82             ;PB;CAROCO DE ALGODAO                       ;54.2
1981/82             ;PE;CAROCO DE ALGODAO                       ;14.3
1981/82             ;PI;CAROCO DE ALGODAO                       ;14.4
1981/82             ;PR;CAROCO DE ALGODAO                       ;470.3
1981/82             ;RN;CAROCO DE ALGODAO                       ;40.7
1981/82             ;SE;CAROCO DE ALGODAO                       ;4.7
1981/82             ;SP;CAROCO DE ALGODAO                       ;346.0
1982/83             ;AL;CAROCO DE ALGODAO                       ;11.2
1982/83             ;BA;CAROCO DE ALGODAO                       ;34.7
1982/83             ;CE;CAROCO DE ALGODAO                       ;46.6
1982/83             ;GO;CAROCO DE ALGODAO                       ;52.0
1982/83             ;MA;CAROCO DE ALGODAO                       ;5.6
1982/83             ;MG;CAROCO DE ALGODAO                       ;71.5
1982/83             ;MS;CAROCO DE ALGODAO                       ;39.8
1982/83             ;MT;CAROCO DE ALGODAO                       ;2.7
1982/83             ;PA;CAROCO DE ALGODAO                       ;5.8
1982/83             ;PB;CAROCO DE ALGODAO                       ;28.3
1982/83             ;PE;CAROCO DE ALGODAO                       ;11.5
1982/83             ;PI;CAROCO DE ALGODAO                       ;6.1
1982/83             ;PR;CAROCO DE ALGODAO                       ;452.4
1982/83             ;RN;CAROCO DE ALGODAO                       ;9.6
1982/83             ;SE;CAROCO DE ALGODAO                       ;2.3
1982/83             ;SP;CAROCO DE ALGODAO                       ;301.0
1983/84             ;AL;CAROCO DE ALGODAO                       ;14.5
1983/84             ;BA;CAROCO DE ALGODAO                       ;42.7
1983/84             ;CE;CAROCO DE ALGODAO                       ;177.5
1983/84             ;GO;CAROCO DE ALGODAO                       ;60.9
1983/84             ;MA;CAROCO DE ALGODAO                       ;6.4
1983/84             ;MG;CAROCO DE ALGODAO                       ;52.2
1983/84             ;MS;CAROCO DE ALGODAO                       ;38.2
1983/84             ;MT;CAROCO DE ALGODAO                       ;6.4
1983/84             ;PA;CAROCO DE ALGODAO                       ;6.9
1983/84             ;PB;CAROCO DE ALGODAO                       ;80.5
1983/84             ;PE;CAROCO DE ALGODAO                       ;28.0
1983/84             ;PI;CAROCO DE ALGODAO                       ;23.3
1983/84             ;PR;CAROCO DE ALGODAO                       ;384.1
1983/84             ;RN;CAROCO DE ALGODAO                       ;51.5
1983/84             ;SE;CAROCO DE ALGODAO                       ;4.3
1983/84             ;SP;CAROCO DE ALGODAO                       ;324.0
1984/85             ;AL;CAROCO DE ALGODAO                       ;16.0
1984/85             ;BA;CAROCO DE ALGODAO                       ;120.9
1984/85             ;CE;CAROCO DE ALGODAO                       ;112.3
1984/85             ;GO;CAROCO DE ALGODAO                       ;75.7
1984/85             ;MA;CAROCO DE ALGODAO                       ;5.3
1984/85             ;MG;CAROCO DE ALGODAO                       ;130.2
1984/85             ;MS;CAROCO DE ALGODAO                       ;71.6
1984/85             ;MT;CAROCO DE ALGODAO                       ;13.6
1984/85             ;PA;CAROCO DE ALGODAO                       ;3.3
1984/85             ;PB;CAROCO DE ALGODAO                       ;47.6
1984/85             ;PE;CAROCO DE ALGODAO                       ;26.9
1984/85             ;PI;CAROCO DE ALGODAO                       ;25.9
1984/85             ;PR;CAROCO DE ALGODAO                       ;659.8
1984/85             ;RN;CAROCO DE ALGODAO                       ;21.7
1984/85             ;SE;CAROCO DE ALGODAO                       ;6.5
1984/85             ;SP;CAROCO DE ALGODAO                       ;449.2
1985/86             ;AL;CAROCO DE ALGODAO                       ;16.5
1985/86             ;BA;CAROCO DE ALGODAO                       ;144.4
1985/86             ;CE;CAROCO DE ALGODAO                       ;49.7
1985/86             ;GO;CAROCO DE ALGODAO                       ;61.4
1985/86             ;MA;CAROCO DE ALGODAO                       ;6.7
1985/86             ;MG;CAROCO DE ALGODAO                       ;106.7
1985/86             ;MS;CAROCO DE ALGODAO                       ;64.5
1985/86             ;MT;CAROCO DE ALGODAO                       ;11.7
1985/86             ;PA;CAROCO DE ALGODAO                       ;5.2
1985/86             ;PB;CAROCO DE ALGODAO                       ;19.9
1985/86             ;PE;CAROCO DE ALGODAO                       ;9.1
1985/86             ;PI;CAROCO DE ALGODAO                       ;25.6
1985/86             ;PR;CAROCO DE ALGODAO                       ;478.5
1985/86             ;RN;CAROCO DE ALGODAO                       ;13.4
1985/86             ;SE;CAROCO DE ALGODAO                       ;8.9
1985/86             ;SP;CAROCO DE ALGODAO                       ;455.8
1986/87             ;AL;CAROCO DE ALGODAO                       ;11.2
1986/87             ;BA;CAROCO DE ALGODAO                       ;72.9
1986/87             ;CE;CAROCO DE ALGODAO                       ;23.4
1986/87             ;GO;CAROCO DE ALGODAO                       ;45.5
1986/87             ;MA;CAROCO DE ALGODAO                       ;4.4
1986/87             ;MG;CAROCO DE ALGODAO                       ;61.4
1986/87             ;MS;CAROCO DE ALGODAO                       ;49.3
1986/87             ;MT;CAROCO DE ALGODAO                       ;7.3
1986/87             ;PA;CAROCO DE ALGODAO                       ;2.3
1986/87             ;PB;CAROCO DE ALGODAO                       ;13.3
1986/87             ;PE;CAROCO DE ALGODAO                       ;6.6
1986/87             ;PI;CAROCO DE ALGODAO                       ;26.8
1986/87             ;PR;CAROCO DE ALGODAO                       ;445.3
1986/87             ;RN;CAROCO DE ALGODAO                       ;4.5
1986/87             ;SE;CAROCO DE ALGODAO                       ;4.4
1986/87             ;SP;CAROCO DE ALGODAO                       ;393.8
1987/88             ;AL;CAROCO DE ALGODAO                       ;14.2
1987/88             ;BA;CAROCO DE ALGODAO                       ;169.9
1987/88             ;CE;CAROCO DE ALGODAO                       ;88.1
1987/88             ;GO;CAROCO DE ALGODAO                       ;73.8
1987/88             ;MA;CAROCO DE ALGODAO                       ;3.0
1987/88             ;MG;CAROCO DE ALGODAO                       ;73.6
1987/88             ;MS;CAROCO DE ALGODAO                       ;50.4
1987/88             ;MT;CAROCO DE ALGODAO                       ;25.3
1987/88             ;PA;CAROCO DE ALGODAO                       ;4.6
1987/88             ;PB;CAROCO DE ALGODAO                       ;17.4
1987/88             ;PE;CAROCO DE ALGODAO                       ;12.1
1987/88             ;PI;CAROCO DE ALGODAO                       ;23.0
1987/88             ;PR;CAROCO DE ALGODAO                       ;560.0
1987/88             ;RN;CAROCO DE ALGODAO                       ;21.8
1987/88             ;RO;CAROCO DE ALGODAO                       ;3.5
1987/88             ;SE;CAROCO DE ALGODAO                       ;6.0
1987/88             ;SP;CAROCO DE ALGODAO                       ;464.2
1988/89             ;AL;CAROCO DE ALGODAO                       ;8.3
1988/89             ;BA;CAROCO DE ALGODAO                       ;90.5
1988/89             ;CE;CAROCO DE ALGODAO                       ;60.7
1988/89             ;GO;CAROCO DE ALGODAO                       ;49.4
1988/89             ;MA;CAROCO DE ALGODAO                       ;1.4
1988/89             ;MG;CAROCO DE ALGODAO                       ;47.8
1988/89             ;MS;CAROCO DE ALGODAO                       ;50.7
1988/89             ;MT;CAROCO DE ALGODAO                       ;36.7
1988/89             ;PA;CAROCO DE ALGODAO                       ;4.4
1988/89             ;PB;CAROCO DE ALGODAO                       ;28.0
1988/89             ;PE;CAROCO DE ALGODAO                       ;9.7
1988/89             ;PI;CAROCO DE ALGODAO                       ;36.2
1988/89             ;PR;CAROCO DE ALGODAO                       ;515.3
1988/89             ;RN;CAROCO DE ALGODAO                       ;19.0
1988/89             ;RO;CAROCO DE ALGODAO                       ;17.1
1988/89             ;SE;CAROCO DE ALGODAO                       ;2.7
1988/89             ;SP;CAROCO DE ALGODAO                       ;348.0
1989/90             ;AL;CAROCO DE ALGODAO                       ;2.3
1989/90             ;BA;CAROCO DE ALGODAO                       ;79.9
1989/90             ;CE;CAROCO DE ALGODAO                       ;43.8
1989/90             ;GO;CAROCO DE ALGODAO                       ;54.3
1989/90             ;MA;CAROCO DE ALGODAO                       ;0.6
1989/90             ;MG;CAROCO DE ALGODAO                       ;53.4
1989/90             ;MS;CAROCO DE ALGODAO                       ;45.5
1989/90             ;MT;CAROCO DE ALGODAO                       ;37.9
1989/90             ;PA;CAROCO DE ALGODAO                       ;3.3
1989/90             ;PB;CAROCO DE ALGODAO                       ;9.9
1989/90             ;PE;CAROCO DE ALGODAO                       ;3.7
1989/90             ;PI;CAROCO DE ALGODAO                       ;10.8
1989/90             ;PR;CAROCO DE ALGODAO                       ;548.8
1989/90             ;RN;CAROCO DE ALGODAO                       ;6.8
1989/90             ;RO;CAROCO DE ALGODAO                       ;17.1
1989/90             ;SE;CAROCO DE ALGODAO                       ;2.2
1989/90             ;SP;CAROCO DE ALGODAO                       ;308.2
1990/91             ;AL;CAROCO DE ALGODAO                       ;4.8
1990/91             ;BA;CAROCO DE ALGODAO                       ;84.3
1990/91             ;CE;CAROCO DE ALGODAO                       ;48.3
1990/91             ;GO;CAROCO DE ALGODAO                       ;64.1
1990/91             ;MA;CAROCO DE ALGODAO                       ;0.3
1990/91             ;MG;CAROCO DE ALGODAO                       ;69.1
1990/91             ;MS;CAROCO DE ALGODAO                       ;49.6
1990/91             ;MT;CAROCO DE ALGODAO                       ;68.1
1990/91             ;PA;CAROCO DE ALGODAO                       ;3.2
1990/91             ;PB;CAROCO DE ALGODAO                       ;28.2
1990/91             ;PE;CAROCO DE ALGODAO                       ;6.8
1990/91             ;PI;CAROCO DE ALGODAO                       ;14.7
1990/91             ;PR;CAROCO DE ALGODAO                       ;639.3
1990/91             ;RN;CAROCO DE ALGODAO                       ;28.5
1990/91             ;RO;CAROCO DE ALGODAO                       ;17.1
1990/91             ;SE;CAROCO DE ALGODAO                       ;0.8
1990/91             ;SP;CAROCO DE ALGODAO                       ;229.6
1991/92             ;AL;CAROCO DE ALGODAO                       ;4.3
1991/92             ;BA;CAROCO DE ALGODAO                       ;77.5
1991/92             ;CE;CAROCO DE ALGODAO                       ;23.1
1991/92             ;GO;CAROCO DE ALGODAO                       ;54.9
1991/92             ;MA;CAROCO DE ALGODAO                       ;0.3
1991/92             ;MG;CAROCO DE ALGODAO                       ;51.4
1991/92             ;MS;CAROCO DE ALGODAO                       ;61.2
1991/92             ;MT;CAROCO DE ALGODAO                       ;55.6
1991/92             ;PA;CAROCO DE ALGODAO                       ;2.1
1991/92             ;PB;CAROCO DE ALGODAO                       ;17.4
1991/92             ;PE;CAROCO DE ALGODAO                       ;5.3
1991/92             ;PI;CAROCO DE ALGODAO                       ;13.8
1991/92             ;PR;CAROCO DE ALGODAO                       ;622.1
1991/92             ;RN;CAROCO DE ALGODAO                       ;10.9
1991/92             ;RO;CAROCO DE ALGODAO                       ;10.4
1991/92             ;SE;CAROCO DE ALGODAO                       ;0.4
1991/92             ;SP;CAROCO DE ALGODAO                       ;242.9
1991/92             ;TO;CAROCO DE ALGODAO                       ;2.1
1992/93             ;AL;CAROCO DE ALGODAO                       ;0.2
1992/93             ;BA;CAROCO DE ALGODAO                       ;56.6
1992/93             ;CE;CAROCO DE ALGODAO                       ;10.0
1992/93             ;GO;CAROCO DE ALGODAO                       ;50.1
1992/93             ;MA;CAROCO DE ALGODAO                       ;1.2
1992/93             ;MG;CAROCO DE ALGODAO                       ;50.4
1992/93             ;MS;CAROCO DE ALGODAO                       ;37.5
1992/93             ;MT;CAROCO DE ALGODAO                       ;62.4
1992/93             ;PB;CAROCO DE ALGODAO                       ;2.1
1992/93             ;PE;CAROCO DE ALGODAO                       ;0.4
1992/93             ;PI;CAROCO DE ALGODAO                       ;13.8
1992/93             ;PR;CAROCO DE ALGODAO                       ;330.0
1992/93             ;RN;CAROCO DE ALGODAO                       ;0.7
1992/93             ;RO;CAROCO DE ALGODAO                       ;20.7
1992/93             ;SP;CAROCO DE ALGODAO                       ;136.0
1992/93             ;TO;CAROCO DE ALGODAO                       ;2.1
1993/94             ;AL;CAROCO DE ALGODAO                       ;9.2
1993/94             ;BA;CAROCO DE ALGODAO                       ;87.8
1993/94             ;CE;CAROCO DE ALGODAO                       ;58.0
1993/94             ;GO;CAROCO DE ALGODAO                       ;68.9
1993/94             ;MA;CAROCO DE ALGODAO                       ;1.2
1993/94             ;MG;CAROCO DE ALGODAO                       ;51.1
1993/94             ;MS;CAROCO DE ALGODAO                       ;54.6
1993/94             ;MT;CAROCO DE ALGODAO                       ;80.5
1993/94             ;PA;CAROCO DE ALGODAO                       ;2.0
1993/94             ;PB;CAROCO DE ALGODAO                       ;13.1
1993/94             ;PE;CAROCO DE ALGODAO                       ;4.0
1993/94             ;PI;CAROCO DE ALGODAO                       ;27.8
1993/94             ;PR;CAROCO DE ALGODAO                       ;283.9
1993/94             ;RN;CAROCO DE ALGODAO                       ;20.7
1993/94             ;RO;CAROCO DE ALGODAO                       ;24.6
1993/94             ;SE;CAROCO DE ALGODAO                       ;1.9
1993/94             ;SP;CAROCO DE ALGODAO                       ;161.7
1994/95             ;AL;CAROCO DE ALGODAO                       ;1.8
1994/95             ;BA;CAROCO DE ALGODAO                       ;60.2
1994/95             ;CE;CAROCO DE ALGODAO                       ;24.0
1994/95             ;GO;CAROCO DE ALGODAO                       ;96.4
1994/95             ;MG;CAROCO DE ALGODAO                       ;50.1
1994/95             ;MS;CAROCO DE ALGODAO                       ;83.3
1994/95             ;MT;CAROCO DE ALGODAO                       ;72.2
1994/95             ;PA;CAROCO DE ALGODAO                       ;2.0
1994/95             ;PB;CAROCO DE ALGODAO                       ;13.7
1994/95             ;PE;CAROCO DE ALGODAO                       ;7.0
1994/95             ;PI;CAROCO DE ALGODAO                       ;25.2
1994/95             ;PR;CAROCO DE ALGODAO                       ;326.3
1994/95             ;RN;CAROCO DE ALGODAO                       ;9.9
1994/95             ;RO;CAROCO DE ALGODAO                       ;18.2
1994/95             ;SE;CAROCO DE ALGODAO                       ;0.9
1994/95             ;SP;CAROCO DE ALGODAO                       ;206.4
1995/96             ;AL;CAROCO DE ALGODAO                       ;3.2
1995/96             ;BA;CAROCO DE ALGODAO                       ;49.3
1995/96             ;CE;CAROCO DE ALGODAO                       ;23.4
1995/96             ;GO;CAROCO DE ALGODAO                       ;109.3
1995/96             ;MG;CAROCO DE ALGODAO                       ;43.0
1995/96             ;MS;CAROCO DE ALGODAO                       ;66.2
1995/96             ;MT;CAROCO DE ALGODAO                       ;61.6
1995/96             ;PA;CAROCO DE ALGODAO                       ;2.0
1995/96             ;PB;CAROCO DE ALGODAO                       ;14.0
1995/96             ;PE;CAROCO DE ALGODAO                       ;5.4
1995/96             ;PI;CAROCO DE ALGODAO                       ;17.3
1995/96             ;PR;CAROCO DE ALGODAO                       ;222.0
1995/96             ;RN;CAROCO DE ALGODAO                       ;16.9
1995/96             ;RO;CAROCO DE ALGODAO                       ;9.8
1995/96             ;SE;CAROCO DE ALGODAO                       ;0.5
1995/96             ;SP;CAROCO DE ALGODAO                       ;117.8
1996/97             ;AL;CAROCO DE ALGODAO                       ;3.5
1996/97             ;BA;CAROCO DE ALGODAO                       ;53.0
1996/97             ;CE;CAROCO DE ALGODAO                       ;11.7
1996/97             ;GO;CAROCO DE ALGODAO                       ;128.9
1996/97             ;MG;CAROCO DE ALGODAO                       ;52.3
1996/97             ;MS;CAROCO DE ALGODAO                       ;36.5
1996/97             ;MT;CAROCO DE ALGODAO                       ;64.6
1996/97             ;PA;CAROCO DE ALGODAO                       ;0.8
1996/97             ;PB;CAROCO DE ALGODAO                       ;11.0
1996/97             ;PE;CAROCO DE ALGODAO                       ;3.9
1996/97             ;PI;CAROCO DE ALGODAO                       ;10.8
1996/97             ;PR;CAROCO DE ALGODAO                       ;75.0
1996/97             ;RN;CAROCO DE ALGODAO                       ;10.1
1996/97             ;RO;CAROCO DE ALGODAO                       ;4.2
1996/97             ;SE;CAROCO DE ALGODAO                       ;0.9
1996/97             ;SP;CAROCO DE ALGODAO                       ;101.0
1997/98             ;AL;CAROCO DE ALGODAO                       ;2.6
1997/98             ;BA;CAROCO DE ALGODAO                       ;24.6
1997/98             ;CE;CAROCO DE ALGODAO                       ;10.8
1997/98             ;GO;CAROCO DE ALGODAO                       ;160.8
1997/98             ;MG;CAROCO DE ALGODAO                       ;76.3
1997/98             ;MS;CAROCO DE ALGODAO                       ;60.5
1997/98             ;MT;CAROCO DE ALGODAO                       ;175.0
1997/98             ;PA;CAROCO DE ALGODAO                       ;0.8
1997/98             ;PB;CAROCO DE ALGODAO                       ;1.6
1997/98             ;PE;CAROCO DE ALGODAO                       ;0.7
1997/98             ;PI;CAROCO DE ALGODAO                       ;1.1
1997/98             ;PR;CAROCO DE ALGODAO                       ;119.7
1997/98             ;RN;CAROCO DE ALGODAO                       ;1.2
1997/98             ;RO;CAROCO DE ALGODAO                       ;3.3
1997/98             ;SE;CAROCO DE ALGODAO                       ;0.2
1997/98             ;SP;CAROCO DE ALGODAO                       ;124.2
1998/99             ;AL;CAROCO DE ALGODAO                       ;1.3
1998/99             ;BA;CAROCO DE ALGODAO                       ;27.5
1998/99             ;CE;CAROCO DE ALGODAO                       ;27.1
1998/99             ;GO;CAROCO DE ALGODAO                       ;171.9
1998/99             ;MG;CAROCO DE ALGODAO                       ;53.7
1998/99             ;MS;CAROCO DE ALGODAO                       ;76.3
1998/99             ;MT;CAROCO DE ALGODAO                       ;377.4
1998/99             ;PB;CAROCO DE ALGODAO                       ;4.5
1998/99             ;PE;CAROCO DE ALGODAO                       ;0.7
